id,da0e,price,bedrooms,ba0hrooms,sqf0_living,sqf0_lo0,floors,wa0erfron0,view,condi0ion,grade,sqf0_above,sqf0_basemen0,yr_buil0,yr_renova0ed,zipcode,sqf0_living15,sqf0_lo015
270,2.01E+14,1.37E+06,4,5,5310,57346,2,0,0,4,11,5310,0,1989,0,98077,4180,47443
271,2.02E+14,436000,2,1,1040,7538,1,0,0,4,7,1040,0,1939,0,98133,1440,7530
272,2.01E+14,210000,3,1,1700,11390,1,0,0,4,7,1700,0,1967,0,98003,1350,8164
273,2.01E+14,236000,3,1,1300,5898,1,0,0,3,7,1300,0,1961,0,98178,1320,7619
274,2.01E+14,331000,3,2,1080,1306,1,0,0,3,7,580,500,1954,2003,98199,1440,2225
275,2.02E+14,365000,3,3,2653,4510,2,0,0,3,8,2653,0,2006,0,98031,2653,4927
276,2.02E+14,450000,3,2,2290,16258,1,0,0,5,8,2290,0,1960,0,98058,1660,10530
277,2.01E+14,770000,4,3,3820,26300,2,0,0,3,9,2850,970,2014,0,98028,1860,12136
278,2.02E+14,455000,4,3,2210,49375,1,0,0,3,8,2210,0,1997,0,98038,2670,49385
279,2.02E+14,405000,3,2,2390,6000,1,0,0,3,6,1240,1150,1908,0,98118,2020,6000
280,2.01E+14,304900,4,2,2600,11325,1,0,0,4,7,1610,990,1969,0,98031,1720,11088
281,2.02E+14,170000,2,1,860,5265,1,0,0,3,6,860,0,1931,0,98178,1650,8775
282,2.02E+14,2.05E+06,5,3,3830,8480,2,0,1,5,9,2630,1200,1905,1994,98122,3050,7556
283,2.01E+14,780000,4,3,3500,7048,2,0,0,3,9,3500,0,2005,0,98053,3920,7864
284,2.02E+14,330000,3,3,2420,13959,1,0,0,4,8,1740,680,1988,0,98028,2570,13300
285,2.01E+14,370000,4,3,2720,8666,2,0,0,3,9,2720,0,1992,0,98030,2410,8100
286,2.01E+14,467000,5,2,2500,13500,1,0,0,3,7,1850,650,1979,0,98072,2300,9750
287,2.02E+14,405000,3,2,1670,6720,1,0,0,3,7,1140,530,1980,0,98034,1670,7320
288,2.01E+14,675000,5,2,2900,10300,1,0,0,3,8,1450,1450,1985,0,98006,2310,10300
289,2.01E+14,500000,2,1,1640,14100,1,0,0,4,7,1140,500,1954,0,98006,1520,13527
290,2.01E+14,389999,4,3,1890,15770,2,0,0,4,7,1890,0,1968,0,98166,2410,15256
291,2.02E+14,630000,4,2,2950,9025,1,0,2,4,8,1780,1170,1975,0,98034,2120,9600
292,2.01E+14,360000,4,3,2160,9528,2,0,0,3,9,2160,0,1992,0,98001,2280,9937
293,2.01E+14,580000,4,3,3280,11060,2,0,0,3,8,2270,1010,1986,0,98056,2320,11004
294,2.01E+14,550000,3,2,1970,4166,2,0,3,5,8,1270,700,1929,0,98126,2390,4166
295,2.01E+14,879000,4,3,3360,22111,2,0,0,3,10,3360,0,1994,0,98075,3150,11374
296,2.01E+14,265000,3,2,1320,8959,1,0,0,3,7,1320,0,1993,0,98042,1740,7316
297,2.02E+14,446500,3,3,2650,7286,2,0,0,3,8,2650,0,1990,0,98059,2400,7220
298,2.01E+14,404000,3,2,2030,8880,1,0,0,3,7,1330,700,1963,0,98108,2140,5592
299,2.01E+14,267500,3,2,1590,11914,1,0,2,3,7,1090,500,1957,0,98188,1630,9052
300,2.01E+14,3.08E+06,4,5,4550,18641,1,1,4,3,10,2600,1950,2002,0,98074,4550,19508
301,2.01E+14,335000,3,3,2440,7632,2,0,0,3,8,2440,0,1998,0,98003,2510,7903
302,2.01E+14,576000,3,3,1940,9000,1,0,0,4,7,970,970,1948,0,98117,2190,7310
303,2.02E+14,208633,3,3,2040,3810,2,0,0,3,8,2040,0,2006,0,98038,2370,4590
304,2.02E+14,315000,3,2,2200,8750,1,0,0,4,7,1120,1080,1964,0,98166,1460,10139
305,2.02E+14,725000,3,2,1920,3300,1,0,0,4,8,960,960,1913,0,98112,1740,4000
306,2.02E+14,550000,4,3,1800,7750,1,0,0,4,8,1400,400,1965,0,98177,1800,8275
307,2.01E+14,610750,4,2,2180,7297,2,0,0,3,8,2180,0,1984,0,98074,2250,9781
308,2.02E+14,550700,2,1,1010,5000,2,0,0,4,6,1010,0,1908,0,98105,1460,5000
309,2.02E+14,665000,4,3,3320,10574,2,0,0,5,8,2220,1100,1960,0,98056,2720,8330
310,2.02E+14,834000,4,3,2370,4000,2,0,2,5,8,1980,390,1928,0,98144,2440,5750
311,2.01E+14,201000,5,2,1660,78408,2,0,0,3,6,1660,0,1915,0,98065,1660,78408
312,2.01E+14,2.38E+06,5,3,3650,9050,2,0,4,5,10,3370,280,1921,0,98119,2880,5400
313,2.01E+14,1.38E+06,4,3,4290,12103,1,0,3,3,11,2690,1600,1997,0,98006,3860,11244
314,2.01E+14,1.40E+06,4,3,4290,12103,1,0,3,3,11,2690,1600,1997,0,98006,3860,11244
315,2.01E+14,305000,4,2,1950,7700,1,0,0,3,8,1350,600,1979,0,98058,2150,7350
316,2.02E+14,487000,3,2,2590,14052,1,0,0,5,8,1720,870,1948,0,98133,1570,8162
317,2.02E+14,390000,3,3,1930,64904,1,0,0,4,8,1930,0,1988,0,98042,2350,57500
318,2.01E+14,548000,2,1,1470,3864,1,0,0,4,7,1170,300,1916,0,98103,1570,3864
319,2.01E+14,268750,4,1,800,8775,1,0,0,3,6,800,0,1943,0,98166,1310,8775
320,2.01E+14,819900,5,3,3150,7119,2,0,0,3,9,3150,0,2013,0,98052,1560,8384
321,2.01E+14,520000,3,2,2030,16200,2,0,0,3,8,2030,0,1984,0,98027,2660,17958
322,2.01E+14,230000,3,2,1450,11204,1,0,0,3,7,1450,0,2003,0,98001,1520,9518
323,2.02E+14,240000,3,2,1510,10248,1,0,0,3,7,1510,0,1969,0,98023,1510,9753
324,2.01E+14,232000,2,1,1240,12092,1,0,0,3,6,960,280,1922,1984,98146,1820,7460
325,2.02E+14,240500,2,1,1240,12092,1,0,0,3,6,960,280,1922,1984,98146,1820,7460
326,2.01E+14,274975,3,3,3030,45004,2,0,0,3,9,3030,0,1987,0,98077,3080,35781
327,2.01E+14,740000,4,2,2050,4400,2,0,0,4,9,2050,0,1922,0,98102,2320,5500
328,2.02E+14,186375,3,1,1000,7636,1,0,0,2,7,1000,0,1952,0,98166,1150,7600
329,2.01E+14,790000,3,2,2370,10289,1,0,0,4,9,1590,780,1977,0,98005,2500,10004
330,2.01E+14,880000,4,4,2800,6750,2,0,0,3,9,1890,910,1951,2002,98105,2370,6120
331,2.02E+14,279000,6,2,2240,11180,2,0,0,4,7,2240,0,1955,0,98198,1590,7955
332,2.01E+14,295000,3,2,1810,10530,1,0,2,3,8,1810,0,1991,0,98022,1910,10450
333,2.02E+14,640000,2,1,1070,5000,1,0,0,3,7,1070,0,1924,0,98103,1710,5000
334,2.01E+14,940000,4,2,2490,9525,2,0,0,5,9,2490,0,1968,0,98040,2770,9525
335,2.01E+14,260000,4,3,1960,5238,2,0,0,3,7,1960,0,2003,0,98038,1800,5894
336,2.01E+14,559900,3,3,2930,5569,1,0,0,3,9,1860,1070,2004,0,98072,2580,11045
337,2.01E+14,791500,4,2,1510,3500,2,0,0,5,7,1510,0,1911,0,98103,1820,3750
338,2.01E+14,265000,3,2,1420,8250,1,0,0,3,7,1420,0,1954,0,98133,1740,8000
339,2.02E+14,245000,3,2,1740,11547,1,0,0,3,7,1740,0,1954,0,98178,880,78408
340,2.02E+14,485000,4,2,2560,43995,2,0,0,4,7,2560,0,1962,0,98052,2560,14764
341,2.01E+14,684000,4,4,3040,8414,2,0,0,3,9,2420,620,2010,0,98059,3470,8066
342,2.01E+14,425000,3,2,2500,6840,1,0,0,3,8,1300,1200,1957,0,98125,1580,8691
343,2.01E+14,309600,4,2,1275,20000,1,0,0,4,6,1275,0,1991,0,98070,1660,20000
344,2.01E+14,552250,4,3,2580,5823,2,0,0,3,8,2580,0,2002,0,98065,2380,5823
345,2.01E+14,165000,4,1,1000,7134,1,0,0,3,6,1000,0,1943,0,98178,1020,7138
346,2.01E+14,239900,4,1,1000,7134,1,0,0,3,6,1000,0,1943,0,98178,1020,7138
347,2.01E+14,320000,2,1,1070,32633,1,0,0,4,6,1070,0,1930,0,98059,1360,32156
348,2.01E+14,206600,3,2,1390,13464,1,0,0,4,7,1390,0,1987,0,98030,1720,12080
349,2.02E+14,387000,4,2,2500,7690,1,0,0,3,7,1250,1250,1973,0,98155,2040,8646
350,2.01E+14,299000,1,1,560,12120,1,0,0,3,4,560,0,1967,0,98014,1300,19207
351,2.01E+14,855000,4,3,2270,10460,2,0,0,3,9,2270,0,1965,0,98040,2610,10180
352,2.02E+14,315000,3,1,1900,14400,1,0,0,4,7,1300,600,1954,0,98166,1940,14400
353,2.01E+14,437500,2,1,990,3120,1,0,2,5,7,790,200,1907,0,98103,1930,3120
354,2.02E+14,252000,4,2,1550,19800,1,0,0,4,7,1050,500,1969,0,98001,1640,22654
355,2.01E+14,375000,4,2,2200,7475,1,0,0,5,7,1100,1100,1955,0,98118,1600,5766
356,2.01E+14,300000,4,3,1910,4862,2,0,0,3,7,1910,0,2005,0,98038,2010,5091
357,2.01E+14,420000,4,1,1750,9600,2,0,0,4,7,1750,0,1954,0,98006,1750,10530
358,2.01E+14,900000,3,1,1330,77972,1,0,0,3,7,1330,0,1928,1954,98033,1340,17689
359,2.01E+14,679900,3,3,2440,5750,2,0,2,3,9,1980,460,2000,0,98116,1520,5750
360,2.01E+14,463000,3,3,1640,29970,2,0,0,3,7,1640,0,1992,0,98053,1580,28399
361,2.01E+14,380000,5,3,2760,11340,2,0,0,4,9,2760,0,1978,0,98059,2470,11340
362,2.01E+14,329500,4,3,1820,7912,2,0,0,3,7,1820,0,1994,0,98038,1820,8168
363,2.01E+14,604950,3,3,2110,5608,1,0,0,3,8,1340,770,2013,0,98033,2040,9363
364,2.01E+14,795000,5,3,3040,9570,1,0,2,4,8,1640,1400,1966,0,98006,2920,8800
365,2.02E+14,465000,3,2,1840,40438,2,0,0,3,7,1840,0,1994,0,98045,1380,44049
366,2.02E+14,673000,4,3,2990,10400,2,0,0,3,9,2990,0,2002,0,98166,2140,17449
367,2.01E+14,810000,4,3,3520,15420,2,0,0,3,10,3520,0,1991,0,98074,3400,21455
368,2.02E+14,785000,4,3,2440,69415,1,0,0,4,8,1910,530,1989,0,98075,2770,24361
369,2.01E+14,338000,4,3,2090,7500,1,0,0,3,7,1370,720,1986,0,98056,1810,7650
370,2.01E+14,280000,3,2,1430,7222,2,0,0,3,7,1430,0,1993,0,98056,1430,7220
371,2.01E+14,315000,4,2,2180,10754,1,0,0,5,7,1100,1080,1954,0,98133,1810,6929
372,2.02E+14,530000,4,2,2180,10754,1,0,0,5,7,1100,1080,1954,0,98133,1810,6929
373,2.01E+14,380000,5,3,3450,9914,2,0,0,3,9,3450,0,2004,0,98023,2860,9721
374,2.01E+14,297000,3,2,1450,7562,2,0,0,3,7,1450,0,1994,0,98056,1650,7625
375,2.01E+14,730000,4,3,3230,7331,2,0,0,3,10,3230,0,2004,0,98075,3480,7447
376,2.01E+14,450000,3,2,1640,13500,1,0,0,3,7,1110,530,1940,0,98125,1770,12600
377,2.01E+14,275000,3,3,1590,7750,1,0,0,3,7,1060,530,1997,0,98038,1680,7500
378,2.02E+14,595000,4,2,2020,2849,2,0,0,3,7,2020,0,1960,0,98115,1910,3120
379,2.02E+14,435000,3,2,1300,3348,2,0,0,3,7,1300,0,1904,2014,98144,1590,2577
380,2.01E+14,270000,2,2,1380,209959,1,0,0,1,6,1380,0,1954,0,98011,3130,19868
381,2.01E+14,950000,3,3,4040,14338,2,0,0,3,10,3030,1010,1986,0,98077,3360,14142
382,2.02E+14,389000,4,2,2130,5337,2,0,0,3,7,2130,0,2001,0,98019,2300,6930
383,2.02E+14,560000,4,2,2550,7800,1,0,0,3,8,1580,970,1968,0,98052,2420,8050
384,2.01E+14,1.35E+06,5,4,4800,14984,2,0,2,3,11,3480,1320,1998,0,98006,4050,19009
385,2.01E+14,799000,4,2,2510,11585,2,0,0,4,8,2510,0,1969,0,98040,2450,9691
386,2.01E+14,365500,3,2,1410,9600,1,0,0,4,7,1410,0,1983,0,98072,1410,9600
387,2.01E+14,252350,3,2,1650,7352,1,0,0,3,7,1160,490,1979,0,98058,1710,7350
388,2.01E+14,403950,4,3,2120,13780,2,0,0,3,8,2120,0,1993,0,98146,1880,12000
389,2.01E+14,385000,4,2,2040,10726,1,0,0,3,7,1380,660,1954,0,98177,1610,10020
390,2.01E+14,345000,4,1,1550,7620,2,0,0,3,7,1550,0,1957,0,98106,1450,7620
391,2.01E+14,490000,3,3,1980,3128,2,0,0,4,9,1980,0,1979,0,98008,1950,2856
392,2.01E+14,330000,3,3,1600,26977,2,0,0,3,8,1600,0,2005,0,98019,1790,27743
393,2.01E+14,927000,4,3,3300,12090,2,0,0,3,8,3300,0,1953,0,98004,3180,12239
394,2.01E+14,1.12E+06,4,3,3840,16619,2,0,1,4,10,3840,0,1983,0,98040,3600,16553
395,2.02E+14,330000,2,1,1220,10000,1,0,0,5,7,1220,0,1950,0,98028,2000,9600
396,2.02E+14,530000,5,2,2720,8800,1,0,0,4,7,1500,1220,1958,0,98008,2110,8800
397,2.01E+14,365000,4,2,1940,25600,1,0,0,1,8,1940,0,1962,0,98006,2000,10071
398,2.01E+14,378750,3,3,2160,3000,2,0,0,3,7,1260,900,1909,2011,98118,1060,3500
399,2.01E+14,269900,4,2,1530,8750,2,0,0,4,7,1530,0,1968,0,98058,1390,8750
400,2.02E+14,557000,3,4,1710,2096,2,0,0,3,8,1290,420,2008,0,98122,1630,1543
401,2.01E+14,360000,4,2,3730,16980,1,0,0,4,7,2150,1580,1974,0,98022,1880,16963
402,2.02E+14,352000,2,1,940,5000,1,0,0,4,7,940,0,1937,0,98117,1560,4500
403,2.02E+14,437000,3,3,1750,22357,2,0,0,3,8,1750,0,1994,0,98045,2430,22357
404,2.01E+14,322500,4,3,1820,6753,2,0,0,3,7,1820,0,1994,0,98038,1820,7107
405,2.01E+14,650000,3,3,1510,2000,2,0,0,3,9,1330,180,2001,0,98116,1510,1352
406,2.01E+14,450000,3,2,1290,1213,3,0,0,3,8,1290,0,2001,0,98103,1290,3235
407,2.02E+14,278500,3,2,1570,5250,1,0,0,3,7,1570,0,1998,0,98092,1570,5250
408,2.02E+14,364950,4,3,1930,6957,2,0,0,3,8,1930,0,1995,0,98055,2090,6996
409,2.01E+14,840000,4,4,2840,40139,1,0,4,4,10,2840,0,1986,0,98038,3180,36852
410,2.02E+14,268000,3,3,1550,8134,2,0,0,3,7,1550,0,1991,0,98031,1550,8134
411,2.01E+14,517534,2,1,833,143947,1,0,0,3,5,833,0,2006,0,98070,1380,143947
412,2.01E+14,632925,3,3,2990,32239,2,0,0,4,8,2990,0,1978,0,98077,2990,36497
413,2.01E+14,577500,3,3,2000,7251,2,0,0,3,9,2000,0,1995,0,98034,2450,8118
414,2.02E+14,339000,4,2,2390,7480,2,0,2,3,7,2390,0,1920,0,98178,2850,6867
415,2.01E+14,570000,3,2,2910,37461,1,0,0,4,7,1530,1380,1967,0,98052,2520,18295
416,2.01E+14,563500,4,2,2085,174240,1,0,0,3,7,1610,475,1964,0,98024,2690,174240
417,2.02E+14,423000,4,2,2200,9351,1,0,0,5,7,1290,910,1962,0,98133,1910,8660
418,2.01E+14,355000,3,2,1860,5028,2,0,0,3,8,1860,0,2012,0,98019,2320,5465
419,2.01E+14,1.55E+06,5,4,6070,171626,2,0,0,3,12,6070,0,1999,0,98024,4680,211267
420,2.01E+14,482000,2,1,950,3960,1,0,0,3,7,950,0,1941,0,98103,1320,4050
421,2.01E+14,625000,3,2,1600,9135,1,0,0,5,7,1600,0,1955,0,98006,1580,9800
422,2.01E+14,538000,3,3,2250,11632,2,0,0,3,8,2250,0,1988,0,98056,2360,11632
423,2.02E+14,380000,3,3,2280,10255,2,0,0,4,8,2280,0,1985,0,98058,2310,10094
424,2.01E+14,375000,2,1,940,5120,1,0,0,3,7,940,0,1909,0,98122,1300,5120
425,2.02E+14,245000,3,3,1530,8500,1,0,0,5,7,1030,500,1996,0,98038,1850,8140
426,2.01E+14,310000,5,2,2190,27260,1,0,0,4,7,2190,0,1947,1974,98166,1620,39480
427,2.02E+14,1.30E+06,3,2,2350,15021,1,0,0,4,8,1770,580,1976,0,98004,3530,15715
428,2.01E+14,397000,4,2,1440,7680,1,0,0,3,7,1200,240,1971,0,98034,1460,9660
429,2.02E+14,365000,3,3,2200,4052,2,0,0,3,8,2200,0,2005,0,98058,2310,5082
430,2.01E+14,328500,4,3,2290,8250,2,0,0,3,9,2290,0,1990,0,98042,2290,8250
431,2.01E+14,988000,4,3,4040,19700,2,0,0,3,11,4040,0,1987,0,98052,3930,21887
432,2.01E+14,1.00E+06,4,3,2610,3277,2,0,0,5,8,1920,690,1922,0,98103,1810,3277
433,2.01E+14,237000,3,3,1490,2138,2,0,0,3,7,1490,0,2005,0,98055,1490,2094
434,2.01E+14,525000,4,3,2450,5280,2,0,0,3,8,2450,0,2003,0,98011,2300,4674
435,2.01E+14,749000,4,3,1710,9627,1,0,0,3,9,1440,270,1976,2014,98006,2140,9131
436,2.01E+14,722500,5,3,4870,11800,2,0,0,3,10,3470,1400,1983,0,98074,3180,11398
437,2.02E+14,843000,3,3,3130,8750,2,0,0,3,10,3130,0,1991,0,98052,2860,9003
438,2.01E+14,438000,2,2,1270,1372,3,0,0,3,8,1270,0,2000,0,98115,1610,3090
439,2.01E+14,578000,3,2,2120,10875,1,0,2,3,8,1540,580,1977,0,98146,2460,11760
440,2.01E+14,227950,3,2,1670,8230,1,0,0,5,7,1670,0,1954,0,98001,2077,4910
441,2.01E+14,196000,3,2,2070,11576,2,0,0,3,7,2070,0,1974,0,98001,1890,7519
442,2.01E+14,641000,2,1,1420,5332,1,0,0,3,8,1070,350,1953,0,98105,2400,5406
443,2.02E+14,350000,3,2,1250,219978,1,0,0,4,6,1250,0,1980,0,98038,1930,210394
444,2.01E+14,205000,3,1,940,7980,1,0,0,4,7,940,0,1960,0,98032,1150,8050
445,2.01E+14,400000,3,2,1920,9102,1,0,0,3,7,1920,0,1968,0,98072,1920,9760
446,2.01E+14,1.03E+06,3,3,3545,9816,1,0,0,3,10,2610,935,2005,0,98027,3630,7704
447,2.02E+14,505000,3,2,1260,5460,1,0,0,3,7,1260,0,1972,0,98034,1510,5460
448,2.01E+14,475000,5,3,2340,7200,1,0,0,3,7,1300,1040,1975,0,98034,1930,7221
449,2.01E+14,520000,3,2,2590,9263,1,0,0,5,8,1440,1150,1977,0,98028,2580,9450
450,2.02E+14,1.45E+06,3,5,3970,24920,2,0,2,3,10,3260,710,1977,1999,98034,2610,13838
451,2.01E+14,333500,3,2,1220,9732,1,0,0,3,7,1220,0,1965,0,98011,1630,10007
452,2.02E+14,232000,3,1,1400,10403,1,0,0,4,6,1400,0,1976,0,98038,1230,10209
453,2.02E+14,691100,3,3,2360,16117,1,0,0,4,8,1710,650,1983,0,98006,2120,16117
454,2.01E+14,811000,3,2,1870,9897,1,0,0,4,8,1870,0,1960,0,98040,1900,10005
455,2.01E+14,551000,3,3,2830,5802,2,0,0,3,9,2830,0,2001,0,98028,2500,5788
456,2.02E+14,496500,3,3,2260,3640,2,0,0,3,8,2260,0,1994,0,98072,2350,3710
457,2.01E+14,705000,3,3,1970,20978,2,1,3,4,9,1770,200,1980,0,98070,2280,75396
458,2.01E+14,578000,4,3,3140,9225,1,0,2,5,9,1770,1370,1966,0,98055,2460,9600
459,2.02E+14,255000,3,2,1240,8659,1,0,0,5,7,1240,0,1986,0,98042,1490,8223
460,2.01E+14,1.05E+06,4,4,3450,7832,2,0,0,3,10,3450,0,2007,0,98006,3220,8567
461,2.02E+14,348000,3,2,2570,8491,2,0,0,4,8,2570,0,1989,0,98042,2400,8049
462,2.01E+14,230000,3,2,1510,3413,2,0,0,3,7,1510,0,1985,0,98031,1570,3777
463,2.01E+14,359500,4,2,2390,11250,2,0,0,3,9,2390,0,1988,0,98023,2480,11250
464,2.01E+14,330000,3,1,980,7000,1,0,0,3,6,980,0,1953,0,98133,1220,7000
465,2.01E+14,80000,1,1,430,5050,1,0,0,2,4,430,0,1912,0,98014,1200,7500
466,2.01E+14,465000,3,2,1480,6360,1,0,0,3,7,1480,0,1954,0,98133,1480,6360
467,2.01E+14,325000,4,3,1850,7324,2,0,0,3,8,1850,0,1997,0,98042,2100,7329
468,2.02E+14,340500,3,2,2270,28025,1,0,0,4,7,1920,350,1947,0,98168,1770,14833
469,2.02E+14,342500,3,3,1810,5192,2,0,0,3,8,1810,0,1993,0,98038,1810,6200
470,2.01E+14,290900,2,2,1610,17600,2,0,0,3,6,1610,0,1930,1983,98178,1310,12950
471,2.02E+14,868700,3,4,3840,6161,2,0,0,3,10,3840,0,2000,0,98074,3230,7709
472,2.01E+14,1.20E+06,4,3,4110,8400,2,0,1,3,9,3130,980,1928,2013,98125,2820,8400
473,2.01E+14,1.15E+06,4,3,4190,10259,2,0,0,3,11,3150,1040,2000,0,98074,4300,11919
474,2.01E+14,859900,4,3,3390,6298,2,0,0,3,9,3390,0,2011,0,98074,3390,7111
475,2.01E+14,520000,4,2,1890,3006,2,0,0,3,7,1890,0,2003,0,98029,1580,3000
476,2.01E+14,460000,3,3,1610,2527,2,0,2,3,9,1080,530,2005,0,98118,1610,4173
477,2.01E+14,438924,3,2,1050,4590,1,0,0,3,7,850,200,1949,0,98115,1770,5400
478,2.02E+14,315000,2,1,630,6550,1,0,0,3,5,630,0,1918,0,98126,1420,6550
479,2.01E+14,590000,4,3,2910,10650,1,0,2,3,8,1780,1130,1975,0,98033,2920,10988
480,2.01E+14,378500,4,2,1700,8640,1,0,0,3,7,850,850,1955,0,98006,1620,9000
481,2.01E+14,328500,3,3,1950,8130,2,0,0,4,9,1950,0,1990,0,98042,2350,7691
482,2.02E+14,849950,3,3,2990,9773,2,0,0,4,8,2990,0,1973,0,98005,2230,11553
483,2.01E+14,525000,3,2,1350,6000,1,0,2,3,7,900,450,1950,0,98136,1730,6012
484,2.02E+14,1.39E+06,4,3,4860,181319,3,0,0,3,9,4860,0,1993,0,98074,3850,181319
485,2.02E+14,295000,4,3,2160,7725,1,0,0,4,8,1460,700,1978,0,98023,2060,8250
486,2.01E+14,1.07E+06,6,4,4860,11793,2,0,0,3,11,3860,1000,1998,0,98006,3600,11793
487,2.01E+14,207950,2,2,890,5000,1,0,0,3,6,890,0,1917,0,98118,1860,5000
488,2.01E+14,699900,4,3,2810,7302,2,0,0,3,9,2810,0,2002,0,98075,2820,7302
489,2.02E+14,1.28E+06,5,3,3400,9500,2,0,1,4,8,3400,0,1977,0,98027,3080,11081
490,2.01E+14,452000,4,2,1580,7350,1,0,0,4,7,960,620,1963,0,98052,1560,7350
491,2.02E+14,370000,3,2,1680,5036,1,0,1,4,7,1680,0,1987,0,98055,1680,4921
492,2.02E+14,232000,3,2,1300,11230,1,0,0,5,7,1300,0,1968,0,98042,1300,10794
493,2.01E+14,669950,5,3,2820,14062,2,0,0,4,7,2380,440,1960,0,98034,1910,10392
494,2.01E+14,397500,3,2,1510,6710,1,0,0,3,7,1070,440,1972,0,98034,1660,6600
495,2.01E+14,490000,2,3,1230,1391,2,0,0,3,8,870,360,2004,0,98112,1240,1350
496,2.02E+14,725000,4,2,2110,4140,2,0,0,3,9,1710,400,1925,2003,98116,1440,4420
497,2.01E+14,299000,3,3,3080,19635,1,0,2,4,7,1610,1470,1958,0,98032,2424,12410
498,2.01E+14,625000,2,2,1490,5750,2,0,0,4,7,1190,300,1900,0,98116,1590,4025
499,2.01E+14,437500,3,3,2120,4500,2,0,0,3,7,2120,0,2000,0,98065,2530,4816
500,2.02E+14,650000,4,3,3180,5438,2,0,0,3,9,3180,0,2003,0,98065,3030,5335
501,2.01E+14,475000,2,1,1490,3825,1,0,0,3,7,860,630,1929,0,98117,1460,3825
502,2.01E+14,342000,3,2,1930,11947,1,0,0,4,8,1930,0,1966,0,98042,2200,12825
503,2.01E+14,1.20E+06,4,3,2770,7800,2,0,0,3,10,2770,0,1999,0,98033,2720,10000
504,2.02E+14,280000,3,2,1670,11610,1,0,0,4,7,1670,0,1963,0,98055,1930,10200
505,2.01E+14,240000,2,2,1330,7200,1,0,0,3,7,1330,0,1993,0,98188,1450,11682
506,2.01E+14,529000,3,1,1210,3328,2,0,0,4,7,1210,0,1924,0,98107,1640,3333
507,2.02E+14,442000,3,1,1190,5100,1,0,0,4,7,1030,160,1941,0,98136,1690,5100
508,2.01E+14,615000,2,1,1540,6872,1,0,0,4,7,820,720,1946,0,98119,1420,5538
509,2.01E+14,1.49E+06,4,4,4030,10800,2,0,0,3,10,4030,0,2006,0,98033,2160,7200
510,2.02E+14,585000,4,2,2430,7559,1,0,0,4,8,1580,850,1981,0,98052,1980,8750
511,2.02E+14,480000,4,3,2600,7787,2,0,0,3,8,2600,0,2005,0,98059,2830,7787
512,2.01E+14,1.10E+06,5,4,4410,57063,2,0,0,4,9,4410,0,1990,0,98053,2900,50529
513,2.01E+14,290000,4,1,1330,8184,2,0,0,3,7,1330,0,1949,0,98133,1220,660
514,2.01E+14,615000,3,2,1900,5000,1,0,0,5,7,950,950,1951,0,98116,1770,5000
515,2.02E+14,300000,2,1,1100,7680,1,0,0,4,7,1100,0,1950,0,98133,1460,7680
516,2.01E+14,308000,3,1,1980,39150,2,0,0,3,6,1580,400,1932,0,98030,1860,11811
517,2.02E+14,750000,3,3,2400,7745,2,0,0,3,9,2400,0,2001,0,98033,2080,8615
518,2.01E+14,2.25E+06,4,2,4760,8036,3,0,0,5,9,3390,1370,1916,0,98112,2950,9323
519,2.01E+14,890000,4,3,3180,194278,2,0,0,3,10,3180,0,2005,0,98059,2200,178160
520,2.02E+14,288000,3,1,1190,7560,1,0,0,5,6,1190,0,1958,0,98058,1190,7560
521,2.01E+14,190000,2,1,630,6000,1,0,0,3,6,630,0,1943,2005,98178,1470,6840
522,2.02E+14,515000,5,3,2530,5105,1,0,0,3,8,1520,1010,2005,0,98133,2290,4011
523,2.01E+14,235000,4,2,1690,11054,1,0,0,4,5,1690,0,1930,0,98055,1690,9040
524,2.01E+14,275000,2,1,940,5000,1,0,0,3,6,940,0,1951,0,98126,940,5000
525,2.01E+14,727500,2,2,1240,9119,1,0,0,4,7,1240,0,1952,0,98004,1380,9121
526,2.01E+14,650000,4,3,3040,6587,2,0,0,3,7,3040,0,2003,0,98053,2740,6587
527,2.01E+14,1.60E+06,6,5,6050,230652,2,0,3,3,11,6050,0,2001,0,98024,4210,233971
528,2.01E+14,365000,4,1,1590,7085,2,0,0,3,6,1590,0,1944,0,98125,1320,7085
529,2.01E+14,662000,3,2,2500,36947,1,0,0,3,9,2500,0,1984,0,98052,2590,28837
530,2.02E+14,270500,3,3,1780,7848,1,0,0,3,7,1320,460,1978,0,98038,1680,7848
531,2.02E+14,200000,2,2,1360,1898,2,0,0,3,7,1360,0,1978,0,98092,1360,1898
532,2.02E+14,970000,4,3,4740,76230,2,0,0,3,10,4740,0,1987,0,98075,3340,49206
533,2.01E+14,160000,3,2,1010,9600,1,0,0,4,7,1010,0,1962,0,98198,1400,9660
534,2.02E+14,204000,3,1,1040,7405,1,0,0,4,6,1040,0,1971,0,98010,1580,7405
535,2.02E+14,358000,3,2,1610,6655,2,0,0,4,7,1610,0,1985,0,98058,1780,7529
536,2.02E+14,452000,4,2,1570,8268,1,0,0,3,7,1570,0,1979,0,98011,1870,8190
537,2.01E+14,595000,2,2,1510,4000,1,0,0,4,7,1010,500,1900,0,98103,1920,4000
538,2.02E+14,249000,3,2,1360,6082,1,0,0,3,7,1360,0,1994,0,98042,1360,6987
539,2.02E+14,346900,4,3,1970,5106,2,0,0,3,8,1970,0,1999,0,98055,2230,5109
